1,41,1,1,1289370556.80938
1,3,1,1,1289771303.53929
1,43,1,1,1296769494.33436
1,44,1,1,1297102509.39137
1,46,1,1,1297647973.79808
1,47,1,1,1297878331.02521
1,48,1,1,1298346435.18333
1,49,1,1,1298520615.60603
1,50,1,1,1298929715.26896
1,4,1,1,1301898700.00283
1,11,1,1,1304347196.41986
1,54,1,1,1305063765.32477
1,58,1,1,1306038669.98591
1,61,1,1,1306862212.02685
1,62,1,1,1307038479.68031
1,63,1,1,1307038484.48267
1,64,1,1,1307038831.52163
1,65,1,1,1307137061.95554
1,66,1,1,1307189946.0805
1,67,1,1,1307592440.91892
1,68,-1,-1,1311132603.09446
1,70,1,1,1347122785.28266
1,71,1,1,1347122790.34528
1,77,1,1,1359344943.28567
1,42,1,1,1289370622.21473
1,45,1,1,1297570107.33404
1,51,1,1,1301898705.01812
1,52,1,1,1301898738.21734
1,69,-1,-1,1347122733.43668
1,72,1,1,1347122796.10978
1,73,1,1,1347122805.28953
1,75,1,1,1347122835.5166
1,78,1,1,1363241046.90145
1,79,1,1,1427727594.65585
1,29,1,1,1289555871.04233
1,141,1,1,1292823727.667
1,250,1,1,1398339622.6926
1,614,1,1,1307079072.36748
1,3107,-1,-1,1408107476.22615
1,3122,1,1,1406129874.04564
1,5643,1,1,1374375181.35121
2,4,1,1,1289660347.43795
3,264,1,1,1289641693.99029
3,83,1,1,1290197549.13082
3,172,1,1,1292795818.34165
3,141,1,1,1292823618.44624
3,266,1,1,1293523499.48644
3,78,1,1,1294081177.89816
3,71,1,1,1295416571.50888
3,67,1,1,1304275176.59281
3,217,1,1,1304277450.28933
3,97,1,1,1304288061.6504
3,54,1,1,1305034767.34694
3,183,1,1,1305761024.14788
3,4,1,1,1306102575.24275
3,272,1,1,1306469022.16295
3,159,1,1,1307058364.48005
3,64,1,1,1307592205.3629
3,275,1,1,1309239244.73464
3,276,1,1,1309243972.19887
3,19,1,1,1322613940.10709
3,22,1,1,1322970543.42236
3,280,1,1,1324567719.17529
3,171,1,1,1325063002.92835
3,281,1,1,1328843186.20079
3,176,1,1,1330146332.07857
3,197,1,1,1335173610.13315
3,282,1,1,1335173624.86527
3,82,1,1,1339024627.45965
3,284,1,1,1339033102.75039
3,285,1,1,1341953593.2165
3,198,1,1,1342477401.12963
3,287,1,1,1345160673.27219
3,192,1,1,1345615389.63891
3,211,1,1,1346127083.39532
3,289,1,1,1347104729.97431
3,292,1,1,1384567143.32134
3,45,1,1,1289245277.36975
3,186,1,1,1306102554.827
3,273,1,1,1306611684.44486
3,20,1,1,1307103234.49659
3,68,-1,-1,1309309207.93565
3,52,1,1,1309390992.68538
3,279,1,1,1318631855.8713
3,193,1,1,1337546128.61206
3,12,1,1,1374079267.86669
3,293,1,1,1385465129.09051
3,48,1,1,1335645163.16182
3,246,1,1,1343654404.93319
3,247,1,1,1337704462.34329
3,1577,1,1,1369195252.29823
3,3081,1,1,1365801001.72409
4,81,1,1,1290644457.56157
4,64,1,1,1291757031.50303
4,174,1,1,1292361185.86524
4,439,1,1,1293481688.78585
4,92,1,1,1293604590.1113
4,97,1,1,1293632316.69358
4,440,1,1,1294438542.46541
4,107,1,1,1295847189.68733
4,95,1,1,1296085723.47309
4,441,1,1,1296528668.83435
4,123,1,1,1296528718.47876
4,442,1,1,1296553673.17861
4,43,1,1,1296913557.93463
4,445,1,1,1297370441.70883
4,51,1,1,1297467512.37907
4,110,1,1,1297482206.04112
4,84,1,1,1297980493.92464
4,446,1,1,1298169938.52399
4,49,1,1,1298759550.40835
4,447,1,1,1299088214.0403
4,87,1,1,1299093649.42249
4,12,1,1,1299679074.43262
4,50,1,1,1299912911.49571
4,296,1,1,1300015561.6701
4,69,1,1,1300232688.61261
4,47,1,1,1300240396.64097
4,452,1,1,1300568050.6267
4,454,1,1,1301023265.29454
4,71,1,1,1301899174.23402
4,78,1,1,1301899185.05481
4,41,1,1,1301899226.79428
4,458,1,1,1302824119.085
4,459,1,1,1302845532.66568
4,460,1,1,1302970025.95609
4,461,1,1,1302978023.97721
4,463,1,1,1303251550.345
4,464,1,1,1303263457.99911
4,142,1,1,1303391987.2434
4,466,1,1,1303553119.7487
4,467,1,1,1303683667.37366
4,10,1,1,1303692370.73546
4,468,1,1,1303692429.76732
4,111,1,1,1303754914.81181
4,67,1,1,1303881691.04131
4,168,1,1,1304024850.87669
4,46,1,1,1304118180.08223
4,472,1,1,1304280998.43631
4,230,1,1,1304286473.23536
4,474,1,1,1304314930.11222
4,475,1,1,1304367720.99393
4,122,1,1,1304407106.34326
4,477,1,1,1304471736.24443
4,478,-1,-1,1304474308.43328
4,480,1,1,1304565310.19314
4,481,1,1,1304659383.43351
4,483,1,1,1304742817.6133
4,484,-1,-1,1304794671.73727
4,485,1,1,1304818554.74237
4,487,1,1,1304900284.57863
4,488,1,1,1304901562.80836
4,489,1,1,1304932739.19819
4,491,1,1,1305040442.60174
4,492,1,1,1305078050.13437
4,134,1,1,1305168688.31978
4,493,1,1,1305176269.86887
4,273,1,1,1305272732.62842
4,494,1,1,1305327203.10342
4,178,1,1,1305335065.16672
4,495,1,1,1305359130.6882
4,496,1,1,1305361379.78163
4,497,1,1,1305377724.6667
4,88,1,1,1305565340.53106
4,498,1,1,1305565654.99696
4,501,1,1,1305698226.65375
4,339,1,1,1305714708.83137
4,502,1,1,1305767271.46193
4,504,1,1,1305906052.699
4,506,1,1,1305980430.793
4,140,1,1,1306108661.91248
4,508,1,1,1306164523.57329
4,509,1,1,1306238451.96752
4,510,1,1,1306354091.8881
4,302,1,1,1306380888.4466
4,514,1,1,1306482978.92285
4,515,1,1,1306519740.34394
4,516,1,1,1306536996.46311
4,518,1,1,1306881774.35595
4,317,1,1,1306885017.41266
4,101,1,1,1306994515.79742
4,519,1,1,1307150279.59685
4,521,1,1,1307253003.83143
4,522,1,1,1307309551.7803
4,523,1,1,1307309824.91413
4,524,1,1,1307434058.12023
4,527,1,1,1307553971.03366
4,528,1,1,1307589276.42148
4,11,1,1,1307905695.01562
4,221,1,1,1307906789.83155
4,44,1,1,1307943108.80899
4,531,1,1,1307951723.73405
4,532,-1,-1,1308064620.19629
4,533,1,1,1308110575.10404
4,534,1,1,1308179856.58147
4,303,1,1,1309401417.61407
4,536,1,1,1309401451.74701
4,160,1,1,1309416197.84045
4,315,1,1,1309696725.0092
4,537,1,1,1310095919.31428
4,540,-1,-1,1311221770.48016
4,542,1,1,1312011917.63677
4,190,1,1,1312078549.68195
4,543,1,1,1312953496.70138
4,159,1,1,1313212110.47832
4,544,1,1,1313390505.18572
4,546,1,1,1313900308.41986
4,279,1,1,1314063046.00712
4,547,1,1,1315185780.57019
4,548,1,1,1316380317.5964
4,17,1,1,1316545753.44415
4,75,1,1,1318847945.25045
4,19,1,1,1319831636.0543
4,549,1,1,1321159614.94838
4,131,1,1,1322524170.11779
4,20,1,1,1323147460.06269
4,217,1,1,1324093698.75679
4,398,1,1,1324276905.1957
4,550,1,1,1325137743.17483
4,188,1,1,1325965759.46792
4,186,1,1,1326085210.00961
4,552,1,1,1326432235.99629
4,183,1,1,1327142574.55302
4,553,1,1,1330364319.23252
4,346,1,1,1334885383.52443
4,82,1,1,1337482515.37366
4,356,1,1,1339995454.98205
4,139,1,1,1340680246.75071
4,199,1,1,1341790707.71331
4,172,1,1,1342274605.91986
4,558,1,1,1342579909.11778
4,198,1,1,1343092380.12064
4,559,1,1,1345152842.37962
4,173,1,1,1345492059.75338
4,560,1,1,1345541528.88497
4,281,1,1,1346030522.5559
4,561,1,1,1346560164.28062
4,563,1,1,1347180542.64431
4,564,1,1,1350176359.32018
4,565,1,1,1350523882.83185
4,566,1,1,1353828233.09036
4,567,1,1,1353957776.14813
4,568,1,1,1354011022.1689
4,569,1,1,1355284116.38018
4,571,1,1,1393042884.1876
4,572,1,1,1393045890.55177
4,573,1,1,1393046021.17957
4,45,1,1,1292200462.1576
4,42,1,1,1293409870.96218
4,455,-1,-1,1301032557.19767
4,266,1,1,1301899299.67572
4,52,1,1,1301899326.87125
4,105,1,1,1302449755.37367
4,490,-1,-1,1305013985.86828
4,500,1,1,1305600657.32131
4,525,1,1,1307482055.23061
4,421,1,1,1310698578.00886
4,541,1,1,1311312658.42227
4,152,1,1,1323609246.13227
4,280,1,1,1327248196.45006
4,555,1,1,1336455431.95419
4,557,1,1,1342097600.77473
4,177,-1,-1,1343647173.22108
4,238,1,1,1347437472.52405
4,25,1,1,1337872542.39403
4,65,1,1,1307058219.84205
4,246,1,1,1347308257.81619
4,247,1,1,1337704337.28015
4,1343,1,1,1300333012.95413
4,2751,1,1,1355505676.24234
5,71,1,1,1296291483.02942
5,48,1,1,1298128067.61391
5,41,1,1,1298169867.27033
5,84,1,1,1302012678.63861
6,75,1,1,1293643257.60649
6,192,1,1,1314507202.83724
6,621,1,1,1404152786.92767
6,622,1,1,1405610165.87775
7,48,1,1,1298874964.12214
9,296,1,1,1305671511.38391
9,52,1,1,1306820448.06826
10,1323,1,1,1301235508.69089
10,101,1,1,1302923672.39342
10,1295,1,1,1303055677.04459
10,262,1,1,1303846551.95547
10,1627,1,1,1304559598.62538
10,67,1,1,1305602936.71915
10,47,1,1,1301235545.31582
10,107,1,1,1302923731.87447
10,41,1,1,1302924030.13264
10,234,-1,-1,1350619325.38847
11,44,1,1,1300043117.64593
11,51,1,1,1303360208.24803
11,1452,1,1,1304316430.24687
11,221,1,1,1304344954.35133
11,616,1,1,1304345640.89835
11,1440,1,1,1304346190.53891
11,1416,1,1,1304476730.2378
11,461,1,1,1304604671.01839
11,54,1,1,1304625601.79144
11,130,1,1,1304633724.71179
11,150,1,1,1304636157.73971
11,490,1,1,1304888416.16685
11,1688,1,1,1304906612.13098
11,1625,1,1,1305170612.80379
11,139,1,1,1305385321.78062
11,485,1,1,1305386627.47925
11,1450,1,1,1305389104.82531
11,1690,1,1,1305399034.41631
11,492,1,1,1305399041.70235
11,1691,1,1,1305404112.4406
11,1693,1,1,1305425701.58655
11,466,1,1,1305466658.23847
11,119,1,1,1305477372.30474
11,629,1,1,1305587177.12546
11,1695,1,1,1305661339.09926
11,1423,1,1,1305670104.87097
11,542,1,1,1307092150.01209
11,122,1,1,1307120794.92675
11,1697,1,1,1307508385.167
11,640,1,1,1307853568.68323
11,20,1,1,1307855319.26521
11,1548,1,1,1307907362.20903
11,234,-1,-1,1351016393.17361
11,452,1,1,1304603765.46944
11,478,1,1,1304325274.68778
11,502,1,1,1304805450.51666
11,1575,-1,-1,1351750748.69888
12,590,1,1,1293448472.81444
12,257,1,1,1293448479.2438
12,625,1,1,1302027410.92431
12,104,1,1,1303845167.27664
12,497,1,1,1304632429.08472
12,607,1,1,1304632735.45239
12,150,1,1,1304632831.46489
12,125,1,1,1304661079.81366
12,629,1,1,1306782389.82588
12,630,1,1,1306782934.18831
12,527,1,1,1307123683.46776
12,309,1,1,1307203964.50231
12,636,1,1,1307801864.6767
12,533,1,1,1309204581.45284
12,640,1,1,1309334581.73972
12,641,1,1,1309344051.7888
12,643,1,1,1309672885.69551
