5	94797	-1
5	25564	-1
5	1438	1
5	16930	1
5	24633	-1
5	3216	1
5	8684	-1
5	18148	-1
5	130537	-1
5	114955	-1
5	116080	-1
5	16697	-1
5	80808	-1
5	115089	1
5	9825	-1
5	4360	1
5	13683	-1
5	5396	1
5	126113	-1
5	27208	1
5	107093	-1
5	126255	-1
5	114220	-1
5	111535	-1
5	96450	-1
5	12797	1
5	3167	1
5	100342	-1
5	40530	1
5	16308	1
5	122047	1
5	17349	1
5	2850	1
5	9870	-1
5	1480	1
5	104547	1
5	1456	1
5	2347	1
5	33955	1
5	110711	-1
5	4959	1
5	128809	-1
5	9282	1
5	13199	1
5	115623	-1
5	5773	1
5	111962	1
5	63705	1
5	17416	1
5	12200	-1
5	66459	-1
5	7821	-1
5	93549	-1
5	17013	1
5	102892	-1
5	2133	1
5	125947	-1
5	1493	-1
5	453	1
5	108126	1
5	116757	-1
5	10782	1
5	1486	1
5	17007	1
5	100288	-1
5	124645	-1
5	27216	1
5	123621	-1
5	63672	-1
5	118260	-1
5	450	1
5	10932	-1
5	532	-1
5	123620	1
5	115567	1
5	16572	1
5	3847	1
5	3903	1
5	11751	-1
5	52	1
5	3802	1
5	110633	-1
5	125555	-1
5	16351	1
5	22313	1
5	112519	-1
5	67840	1
5	125479	-1
5	105371	1
5	50	1
5	12467	1
5	120398	1
5	18921	1
5	20741	1
5	103299	-1
5	114530	-1
5	121865	-1
5	67746	-1
14	7085	1
14	12134	1
14	593	1
18	6338	-1
18	19358	1
18	82381	-1
20	17761	1
20	1121	1
20	7928	1
20	51674	1
20	16029	1
20	19301	1
20	539	1
20	9430	1
20	5166	1
20	4494	1
20	26463	1
20	3828	1
20	55323	1
20	9289	1
20	5275	1
20	4120	1
20	50	1
20	1945	1
20	12844	1
20	6301	1
20	2628	1
20	71858	1
20	19085	1
20	5650	1
20	17059	1
20	58559	1
20	12978	1
20	1882	1
20	3253	1
20	12326	1
20	3303	1
20	6275	1
20	3249	1
20	1438	1
20	5484	1
20	6286	1
20	2210	1
20	92506	1
20	39780	1
20	161	1
20	15841	1
20	219	1
20	2261	1
20	9019	1
20	2279	1
20	9097	1
20	12094	1
20	12961	1
20	12845	1
20	2955	1
20	15812	1
20	19524	1
20	1003	1
20	4400	1
20	2296	1
20	6273	1
20	1691	1
20	14523	1
20	16053	1
20	1466	1
20	4232	1
20	4320	1
20	8568	1
20	11777	1
20	28499	1
20	14297	1
20	8518	1
20	1397	1
20	29114	1
20	23532	1
20	251	1
20	1566	1
20	3197	1
20	6297	1
20	41779	1
20	3886	1
20	4025	1
20	515	1
21	2385	1
21	9983	1
23	9610	1
23	13233	1
23	5817	1
23	413	1
23	450	1
23	4678	-1
23	21283	-1
23	7714	-1
23	6276	-1
23	570	1
23	114346	1
23	92816	1
23	3363	1
23	2405	1
23	16608	1
23	1334	1
23	3161	1
23	1970	1
23	2350	1
23	22594	-1
23	2475	-1
25	57084	-1
25	267	1
25	161	-1
25	1832	-1
25	15626	1
25	3147	1
25	1017	1
