32769	68162	1
32769	62140	1
32769	1970	1
32769	43844	1
5	63696	1
5	12797	1
5	121094	-1
5	17015	1
5	118425	-1
5	33928	-1
5	33948	1
5	38936	-1
5	67847	1
5	115623	-1
5	120185	1
5	27262	1
5	109126	1
5	13551	-1
5	10132	1
5	3141	1
5	6800	1
5	3876	-1
5	115868	-1
5	58764	-1
5	119473	1
5	117310	1
5	1818	-1
5	123511	1
5	111596	-1
5	92840	1
5	105031	-1
5	25564	-1
5	12976	-1
5	99800	1
5	120328	-1
5	119505	-1
5	115910	1
5	10369	1
5	1511	1
5	116770	-1
5	6392	-1
5	4494	-1
5	2193	1
5	1492	1
5	4080	1
5	16733	-1
5	18148	-1
5	110633	-1
5	12211	1
5	126836	1
5	16995	-1
5	120398	1
5	3723	1
5	117020	-1
5	183	1
5	3171	1
5	27210	1
5	11305	1
5	5768	1
5	122045	-1
5	4726	1
5	123100	-1
5	115355	1
5	20597	-1
5	100261	-1
5	4959	1
5	63686	-1
5	29144	-1
5	2116	1
5	2723	-1
5	3338	1
5	122190	-1
5	118850	1
5	116329	-1
5	23494	-1
5	125697	-1
5	20449	-1
5	19500	1
5	100942	-1
5	3438	1
5	125727	-1
5	11818	1
5	2363	-1
18	1891	1
18	3967	1
18	155	-1
20	17761	1
20	203	1
20	3187	1
20	7371	1
20	1334	1
20	3197	1
20	28860	1
20	7188	1
20	3626	1
20	20824	1
20	1274	1
20	52	1
20	52035	1
20	7404	1
20	9272	1
20	857	1
20	4080	1
20	1360	1
20	2942	1
20	24917	1
20	36775	1
20	309	1
20	8521	1
20	3812	1
20	6847	1
20	6945	1
20	5754	1
20	16290	1
20	6337	1
20	539	1
20	23423	1
20	4388	1
20	709	1
20	31937	1
20	10827	1
20	6255	1
20	5650	1
20	680	1
20	3325	1
20	12184	1
20	12845	1
20	2210	1
20	16833	1
20	21136	1
20	28499	1
20	8658	1
20	3171	1
20	22614	1
20	302	1
20	3765	1
20	1493	1
20	3915	1
20	5291	1
20	16203	1
20	4494	1
20	11598	1
20	4356	1
20	2355	1
20	143	1
20	26784	1
20	12319	1
20	3146	1
20	4599	1
20	7460	1
20	7529	1
20	10197	1
20	4260	1
23	14825	1
23	3112	-1
23	169	1
23	6488	1
23	102538	-1
23	100958	-1
23	558	-1
23	2405	1
23	2665	-1
23	1503	1
25	1262	-1
25	6271	-1
25	865	-1
25	11772	1
25	2293	1
25	2007	-1
25	1652	1
25	549	-1
25	97931	-1
25	1945	1
25	12905	1
98329	17514	1
32798	6055	1
31	3253	-1
31	1894	1
31	1322	1
31	1687	1
31	2292	-1
31	1474	-1
31	1480	1
31	11349	-1
31	715	1
31	2263	1
31	24245	-1
98336	1547	1
98336	42632	1
35	263	1
35	28198	-1
35	14632	1
35	1905	1
35	2406	1
35	433	1
35	2941	1
35	5377	1
35	18277	1
35	16795	1
35	31593	-1
35	2224	1
39	3321	1
39	1024	1
39	459	1
39	3303	-1
39	1324	1
41	44602	-1
41	79	-1
41	943	-1
41	24888	1
41	36046	1
32809	5777	1
32809	19554	1
65581	27954	1
65582	1782	1
48	538	1
48	11143	1
50	25	1
50	1833	1
50	307	1
50	17514	1
50	10827	1
50	549	1
50	2034	1
50	3894	1
50	6303	1
50	8830	1
50	3890	1
50	4704	1
50	10967	1
50	21189	1
50	13506	1
131123	17069	1
131123	10369	1
52	58764	-1
52	120328	-1
52	49603	-1
52	112779	-1
52	3168	1
52	22070	-1
52	112892	-1
52	3845	1
52	17391	-1
52	116770	-1
52	27746	-1
52	1488	1
52	655	1
65586	532	-1
57	32583	-1
57	28766	-1
57	1606	1
57	35	1
57	9053	1
57	128087	1
57	20480	1
57	5591	-1
57	21738	1
57	27218	1
57	12177	1
59	63120	1
59	12130	1
79	80824	1
79	5	-1
79	2480	1
79	47687	-1
79	54758	-1
79	199	-1
79	11667	-1
79	28251	-1
79	35	1
79	865	-1
79	3927	1
79	34580	-1
79	19392	-1
79	15282	1
79	59786	-1
79	9230	1
79	105627	-1
79	96104	-1
79	689	1
79	1884	1
79	20680	-1
79	59764	-1
79	8687	-1
79	31590	-1
79	6296	-1
79	22156	-1
79	14297	1
79	430	-1
79	57471	-1
79	34255	-1
79	94973	-1
79	59775	-1
79	9221	-1
79	32237	-1
79	3616	1
79	3064	1
79	1308	1
79	48826	-1
79	24895	-1
79	108333	-1
79	16926	1
79	3930	-1
79	37785	-1
79	100017	1
79	56456	-1
32854	2804	1
32854	3280	1
32854	10431	1
87	1820	1
88	1140	1
88	632	1
32858	63619	1
32858	21163	1
32857	11628	1
93	3210	1
97	25595	1
97	14544	1
97	4333	1
32867	21309	1
32867	24631	1
32867	12060	1
32867	2287	1
98404	1092	1
98404	414	1
104	15344	1
104	4389	1
104	50	1
104	6847	1
106	121710	-1
106	453	1
106	63712	1
106	1404	1
106	2286	1
106	63710	-1
106	1288	-1
106	14566	-1
32874	44784	1
32874	3233	1
32874	66948	1
32874	29392	1
32874	25040	1
131185	17391	1
131185	4948	1
131185	1492	1
131185	77238	1
131185	3830	1
131185	317	1
65650	689	1
65650	2253	1
65650	25595	1
116	1418	1
116	1834	1
116	14297	1
116	1441	1
116	1784	1
116	102958	1
116	1505	1
116	4775	1
116	9954	1
116	92823	1
116	2931	1
65653	3542	1
65653	4195	1
65652	32919	1
65656	11477	1
65656	10862	1
