5	1741	-1
5	5507	1
5	123048	1
5	17349	1
5	10428	-1
5	26099	-1
5	1037	1
5	3343	1
5	120440	1
5	100435	1
5	127161	-1
5	29244	1
5	1491	-1
5	5071	1
5	1463	1
5	116329	-1
5	122022	1
5	109212	-1
5	121016	1
5	125657	1
5	4689	1
5	20	1
5	92823	-1
5	116080	-1
5	27205	1
5	79417	1
5	126836	1
5	103435	-1
5	11002	1
5	819	-1
5	16560	-1
5	4726	1
5	5641	-1
5	3358	1
5	731	1
5	58764	-1
5	3723	1
5	3903	1
5	114636	-1
5	128809	-1
5	3905	1
5	1818	-1
5	33943	1
5	103474	-1
5	116414	1
5	4959	1
5	128589	-1
5	6834	-1
5	115623	-1
5	103208	1
5	121349	-1
5	3211	1
5	107093	-1
5	128359	-1
5	3847	1
5	17014	1
5	128454	-1
5	66493	-1
5	131251	-1
5	128826	-1
5	123514	-1
5	126068	1
32776	3710	1
98319	2292	1
18	3915	1
18	16209	1
18	5203	1
18	1396	1
20	3253	1
20	13944	1
20	13106	1
20	3828	1
20	744	1
20	7846	1
20	312	1
20	16435	1
20	9053	1
20	22678	1
20	1802	1
20	5377	1
20	27775	1
20	7269	1
20	161	1
20	8658	1
20	1032	1
20	17412	1
20	20853	1
20	3183	1
20	17510	1
20	6273	1
20	6055	1
20	450	1
20	2835	1
20	12845	1
20	3627	1
20	1753	1
20	2947	1
20	709	1
20	37813	1
20	9671	1
20	5166	1
20	2202	1
20	1966	1
20	4455	1
20	3845	1
20	9846	1
20	4948	1
20	22614	1
20	2116	1
20	45467	1
20	4710	1
20	24161	1
20	8930	1
20	20555	1
20	6711	1
20	6296	1
20	18482	1
20	931	1
20	23423	1
20	35605	1
20	913	1
20	97330	1
20	16744	1
20	11047	1
20	5228	1
20	1404	1
20	1891	1
20	1360	1
20	8568	1
20	23532	1
20	1296	1
20	302	1
20	79	1
20	4457	1
23	2475	-1
23	793	1
23	1458	1
23	92816	1
23	3996	1
23	31017	-1
23	3228	1
23	97915	-1
23	5544	-1
23	127703	1
23	1451	-1
23	97828	-1
23	1608	1
23	3161	1
23	450	1
23	1532	-1
23	2665	-1
25	2292	-1
25	744	-1
25	1945	1
25	2751	1
25	1532	-1
25	109882	-1
25	28860	1
25	10862	-1
25	12905	1
25	102457	-1
25	14545	1
25	311	-1
32798	12184	1
32798	3141	1
32798	25	1
98336	96241	1
98336	4948	1
98336	112950	1
98336	28937	1
98336	2398	1
98336	107243	1
98336	2578	1
98336	16927	1
98336	3017	1
98336	27186	1
31	1894	1
31	549	1
31	1027	1
31	4080	1
35	5992	1
35	31720	1
35	3168	1
35	1816	-1
35	3017	1
35	6911	1
35	10158	1
35	5731	1
35	5592	1
35	263	1
35	5149	1
35	5003	1
39	37977	-1
39	5325	-1
39	410	-1
39	38862	-1
39	24770	-1
39	2987	1
41	666	-1
41	8113	1
41	1955	1
41	4213	1
32809	19554	1
32809	12181	1
98348	7234	-1
98348	2183	-1
65581	6364	1
65581	7293	1
65581	49035	1
48	6296	1
48	2998	1
48	544	1
48	8528	1
50	3066	1
50	4101	1
50	8953	1
50	1682	1
50	12211	1
50	7766	1
50	665	1
50	307	1
50	2243	1
50	5129	1
50	18311	1
50	18788	1
131123	450	1
131123	27262	1
131123	2268	1
131123	16936	1
52	450	1
52	1482	1
52	17358	-1
52	3860	1
52	7145	1
52	116645	-1
52	63694	1
52	2099	-1
52	1095	1
52	2579	1
52	5268	-1
52	2405	1
52	13506	1
52	4360	1
52	118864	-1
52	3907	1
52	116770	-1
52	1497	1
52	4494	1
56	2292	1
57	17386	1
57	27262	1
57	9310	-1
57	17375	1
57	1296	1
57	515	-1
57	43653	1
57	1288	1
57	35	1
57	671	1
57	128087	1
57	414	1
57	17354	1
57	3205	1
57	9384	1
75	5252	1
75	13075	1
79	51653	-1
79	3210	1
79	433	1
79	15917	-1
79	10371	-1
79	944	1
79	35997	-1
79	12203	1
79	49472	-1
79	1089	1
79	5203	1
79	56159	-1
79	33656	1
79	4870	1
79	13264	-1
79	430	-1
79	1884	1
79	715	1
79	12760	1
79	55358	-1
79	49754	-1
79	2763	1
79	40372	-1
79	31590	-1
79	3749	1
79	7529	1
79	5482	-1
79	6306	1
79	45890	-1
83	309	1
83	8488	1
83	1269	1
83	48768	1
32854	1267	1
88	632	1
88	12955	1
88	4173	1
93	95545	1
93	430	1
97	1289	1
97	5717	1
97	24455	1
97	25595	1
104	35562	1
104	3750	1
104	30708	1
104	6364	1
104	2677	1
104	24718	1
104	15519	1
104	48846	1
104	3654	1
106	16992	-1
106	17376	1
106	97335	-1
106	33932	1
106	1118	1
106	1511	-1
106	3856	1
106	63710	-1
106	5213	1
106	361	1
106	96104	-1
113	365	-1
131185	27129	1
131185	33984	1
131185	16936	1
131185	17053	1
131185	33980	1
131185	124233	1
131185	111240	1
131185	63716	1
131185	801	1
65650	717	1
116	1215	1
116	2198	1
116	3573	1
116	1606	1
116	19064	-1
116	8156	1
116	4957	1
120	32919	1
128	26214	-1
128	6711	1
131	21461	1
131	20110	1
131	3163	1
131	2288	1
131	311	1
131	2183	1
131	6340	1
131	1403	1
131	19052	1
98437	4320	1
98437	21277	1
135	657	1
135	21283	-1
135	1075	1
135	2019	1
135	943	1
135	95627	1
135	656	1
135	3709	1
135	967	1
135	38519	-1
135	1037	1
135	95443	-1
98441	3178	-1
98441	21288	1
98441	430	-1
98441	2183	-1
98441	3249	-1
141	2200	1
141	14579	-1
141	13247	-1
141	39529	-1
141	2475	-1
141	33615	-1
141	264	-1
141	29105	-1
141	4313	1
141	321	-1
141	1710	1
141	1267	-1
141	445	-1
143	1960	1
143	58759	1
143	109874	1
143	39781	1
143	17398	1
143	15239	1
143	21279	1
143	9504	1
143	80785	1
143	1891	1
143	168	-1
143	109702	1
143	1448	1
143	97858	1
145	16925	1
147	1984	1
147	17008	1
147	3510	1
147	1150	1
147	27264	1
147	6738	-1
147	4144	1
147	2646	-1
147	42765	1
147	33965	1
147	57087	1
147	4924	1
147	3723	1
147	4907	1
147	14964	-1
147	1118	-1
98451	4169	1
98451	1095	1
32919	1370	1
32919	35656	-1
32919	584	1
155	17373	1
155	3915	1
155	27274	1
155	109702	1
155	27281	1
155	967	1
155	20161	1
155	3709	1
155	117085	-1
155	10395	1
155	6286	1
155	48759	-1
155	966	1
155	1211	1
155	28937	1
155	33959	1
155	263	1
155	3967	1
155	6243	1
155	2984	1
155	323	1
155	2292	1
155	2842	1
155	112173	1
155	13944	1
155	3343	1
155	9282	1
155	6943	1
155	1960	1
155	95116	-1
155	16971	1
155	4657	1
155	122637	-1
155	1394	1
155	66477	-1
155	946	1
155	9071	1
159	768	1
159	1488	1
160	1891	1
160	2269	1
160	155	-1
160	2557	1
160	43474	-1
160	58752	1
160	5033	1
160	102344	1
161	36094	-1
161	8930	1
161	48475	-1
161	3617	1
161	21940	-1
161	1865	1
161	1825	-1
161	532	-1
161	2648	1
161	391	1
161	26015	1
161	11640	1
161	22466	-1
161	558	-1
161	865	-1
161	3171	1
131236	2425	1
165	1454	1
165	8358	1
167	2243	1
167	28937	1
167	16778	1
167	4779	1
167	9051	1
167	6733	1
167	94786	1
167	5483	1
167	98738	1
167	9144	1
167	110129	1
167	1001	1
167	29507	1
167	3942	1
167	1443	1
167	647	1
167	386	1
167	1473	1
167	673	1
167	5280	1
167	32213	1
167	6861	1
167	1478	1
167	36952	1
167	515	1
167	428	1
167	63654	1
167	876	1
167	22818	1
167	1287	1
167	9265	1
167	95564	1
167	104082	1
167	2931	1
167	23507	1
167	16452	1
167	9665	1
167	17072	1
167	33399	1
167	4222	1
167	79249	1
167	3175	1
167	4704	1
167	3399	1
167	24886	1
167	1945	1
167	2286	1
167	10132	1
167	10012	1
167	35965	1
167	270	1
167	11919	1
167	29412	1
167	2285	1
167	6055	1
167	3336	1
167	727	1
167	2578	1
167	4357	1
167	3453	1
167	20733	1
167	80802	1
167	954	1
167	1952	1
167	18885	1
167	4588	1
167	734	1
167	2348	1
167	82147	1
167	4616	1
167	5882	1
167	7759	1
167	103733	1
167	100088	1
167	57095	1
167	48780	1
167	106822	1
167	111392	1
167	3691	1
167	14440	1
167	21264	1
167	2338	1
167	103816	1
167	106130	1
167	17358	1
167	10630	1
167	2484	1
167	16308	1
167	8352	1
167	8115	1
167	100571	1
167	17757	1
167	25944	1
167	1609	1
167	99884	1
167	3162	1
167	453	1
167	106516	1
167	2665	1
167	4216	1
167	57089	1
167	990	1
167	793	1
167	1542	1
167	109884	1
167	111388	1
167	10923	1
167	7646	1
167	67092	1
167	5139	1
167	13318	1
167	5175	1
167	16529	1
167	39050	1
167	57072	1
167	4742	1
167	19373	1
167	108333	1
167	94705	1
167	100372	1
167	13536	1
167	9846	1
167	58753	1
167	5155	1
167	1441	1
167	2218	1
167	2947	1
167	13863	1
167	4528	1
167	2269	1
167	1133	1
167	110427	1
167	109272	1
167	5311	1
167	3840	1
167	10430	1
