5,71,2,1296291483.02942
5,48,2,1298128067.61391
5,1442,2,1298146050.01677
5,41,2,1298169867.27033
5,1538,2,1371509522.09401
5,1457,1,1302534403.24766
6,75,2,1293643257.60649
6,621,2,1403977358.41424
6,622,2,1405610015.23385
7,48,2,1298874793.4339
8,1776,2,1302333277.12914
9,489,2,1305595545.65543
9,1415,2,1305858767.39699
9,52,1,1306820448.06826
9,1357,1,1303809801.62217
12,623,2,1292920838.87248
12,257,2,1293448479.2438
12,624,2,1293994479.85825
12,625,2,1302027410.92431
12,626,2,1302082638.35105
12,497,2,1304591695.54434
12,607,2,1304163100.91878
12,125,2,1304661079.81366
12,628,2,1304978330.71707
12,629,2,1306779145.27292
12,630,2,1306782934.18831
12,631,2,1307117081.95637
12,527,2,1307123683.46776
12,632,2,1307434452.08282
12,635,2,1307525017.17703
12,636,2,1307535669.85654
12,639,2,1307878801.80299
12,640,2,1309334581.73972
12,641,2,1309342307.14349
12,643,2,1309672885.69551
12,645,2,1309903639.09899
12,647,2,1309820754.32041
12,649,2,1311078731.00122
12,540,2,1311196959.48199
12,651,2,1311596963.89235
12,652,2,1312229850.25844
12,654,2,1312828200.59079
12,655,2,1312828234.22481
12,612,2,1312909954.70743
12,657,2,1305543359.82415
12,206,2,1313489996.44196
12,658,2,1313707374.55923
12,659,2,1313739761.86248
12,660,2,1313521097.58887
12,661,2,1314005826.32261
12,663,2,1314197929.8037
12,665,2,1314189375.74434
12,666,2,1314469330.32543
12,165,2,1314614597.45504
12,667,2,1314714481.36728
12,670,2,1314785376.55913
12,219,2,1315002375.69837
12,674,2,1315761202.4703
12,676,2,1315900901.79193
12,677,2,1316108705.26651
12,678,2,1316115885.14145
12,679,2,1316115895.31954
12,17,2,1316370789.31937
12,680,2,1316534255.05056
12,681,2,1316626238.72845
12,682,2,1317205991.63175
12,686,2,1317695077.70444
12,687,2,1318609449.08457
12,688,2,1318769759.81642
12,169,2,1318933668.45751
12,549,2,1319471585.8789
12,691,2,1319872348.44859
12,693,2,1320145008.83567
12,694,2,1320145019.74568
12,695,2,1320145147.68026
12,696,2,1320313837.25207
12,167,2,1320711507.56228
12,25,2,1320952687.11729
12,700,2,1321431015.84491
12,701,2,1321625867.50613
12,342,2,1321833232.93929
12,703,2,1322074416.54844
12,704,2,1322527383.41231
12,705,2,1322593606.06451
12,707,2,1322824968.9225
12,708,2,1322894645.56179
12,709,2,1323157215.37521
12,710,2,1323358140.33606
12,712,2,1323714674.89033
12,713,2,1323861545.69041
12,714,2,1324123115.63137
12,716,2,1324287280.62527
12,280,2,1324490168.87022
12,717,2,1324667478.3448
12,720,2,1324994362.45163
12,721,2,1325537086.44822
12,398,2,1325778652.77732
12,723,2,1325937232.68586
12,552,2,1326104756.49803
12,726,2,1326816436.94279
12,727,2,1327094894.80382
12,730,2,1327316833.83006
12,731,2,1328441260.02598
12,732,2,1328908426.97502
12,733,2,1328911252.73954
12,734,2,1329168781.96266
12,356,2,1329055247.33999
12,735,2,1329390228.96848
12,736,2,1329206101.37987
12,737,2,1329485873.32364
12,738,2,1329641304.62532
12,739,2,1329737805.39002
12,740,2,1329781153.75989
12,152,2,1330623778.54127
12,743,2,1330688017.22777
12,745,2,1331588966.26747
12,747,2,1331738558.79267
12,748,2,1331927407.1112
12,749,2,1332192131.55518
12,751,2,1332317610.68567
12,182,2,1332969610.84452
12,379,2,1333095127.85967
12,753,2,1333095146.98039
12,754,2,1333131820.9074
12,755,2,1333400613.67476
12,756,2,1333826780.96341
12,757,2,1334132142.30499
12,758,2,1334149457.23369
12,760,2,1334149679.03137
12,194,2,1333593635.73311
12,761,2,1334407675.39772
12,762,2,1332861525.1902
12,764,2,1334734026.00164
12,766,2,1334787426.69322
12,768,2,1334684335.82214
12,770,2,1335106644.11677
12,772,2,1335132244.04489
12,774,2,1335822644.87084
12,775,2,1335967295.63353
12,776,2,1336023719.85473
12,779,2,1337027288.80205
12,781,2,1337632186.34188
12,782,2,1338059758.24894
12,784,2,1338586711.86684
12,787,2,1339426608.55322
12,788,2,1339523507.27323
12,792,2,1340049874.27374
12,793,2,1340363869.41807
12,794,2,1340887182.72998
12,263,2,1339587996.1881
12,264,2,1341338689.80313
12,797,2,1341392686.18389
12,798,2,1342284180.32055
12,801,2,1342819809.75236
12,802,2,1343068231.13616
12,803,2,1342643967.35251
12,804,2,1343721753.43858
12,805,2,1343947451.53491
12,560,2,1344023421.42893
12,806,2,1344231993.33291
12,807,2,1344374749.8899
12,808,2,1344375286.40691
12,809,2,1344194816.1968
12,810,2,1344536162.65777
12,811,2,1344663128.48363
12,812,2,1344941725.0936
12,815,2,1345245897.90446
12,819,2,1345434240.11691
12,822,2,1345465448.80717
12,823,2,1345875703.49509
12,824,2,1345875712.96597
12,362,2,1345920922.83857
12,826,2,1346235435.71041
12,827,2,1346526105.50606
12,831,2,1346779276.28418
12,832,2,1346791193.16252
12,173,2,1347189007.92586
12,835,2,1347191596.8043
12,837,2,1347362761.60143
12,843,2,1347835211.10331
12,439,2,1347944480.31453
12,845,2,1348120252.9689
12,848,2,1348265222.88181
12,850,2,1348602210.83449
12,853,2,1348388738.42106
12,854,2,1349010801.62346
12,855,2,1349010809.21667
12,856,2,1349124877.47359
12,858,2,1349630678.49784
12,862,2,1349876122.52071
12,864,2,1349889945.85053
12,865,2,1349906103.97612
12,866,2,1349949148.16595
12,868,2,1350066942.93593
12,869,2,1350209492.99217
12,870,2,1350149734.35902
12,871,2,1349903329.0009
12,872,2,1350329765.95082
12,874,2,1350330086.96394
12,875,2,1350332046.48446
12,876,2,1350491512.40152
12,877,2,1350503035.03079
12,878,2,1350562314.18592
12,880,2,1350809228.08822
12,410,2,1351017546.70844
12,882,2,1351687253.29808
12,885,2,1351954775.2738
12,568,2,1352503149.42622
12,889,2,1352713735.79194
12,892,2,1352816333.97179
12,893,2,1352817845.64787
12,898,2,1353223195.23047
12,900,2,1353308382.05358
12,903,2,1353504812.12584
12,904,2,1353663268.60165
12,906,2,1353878715.50289
12,907,2,1353929041.53764
12,908,2,1353997306.49706
12,48,2,1354108870.47914
12,909,2,1354133431.36481
12,910,2,1354073583.16188
12,914,2,1354653899.99707
12,918,2,1354824107.81836
12,919,2,1354864878.48657
12,920,2,1354594034.74707
12,921,2,1354900304.39575
12,922,2,1354903093.37771
12,923,2,1355150766.15389
12,924,2,1355150782.07823
12,925,2,1355150802.28569
12,933,2,1355858952.40536
12,934,2,1355952780.98106
12,936,2,1355959366.05237
12,937,2,1356088540.24813
12,940,2,1356088571.46205
12,942,2,1356337901.23148
12,947,2,1357243206.18444
12,948,2,1357461882.76748
12,949,2,1357589387.22521
12,950,2,1357733350.57878
12,954,2,1358201538.36063
12,959,2,1359031920.25048
12,961,2,1358930646.17215
12,962,2,1359377277.81134
12,963,2,1359481134.51276
12,964,2,1352489127.7718
12,965,2,1359721644.17664
12,966,2,1359727700.99545
12,971,2,1359746591.05477
12,976,2,1360237062.09371
12,978,2,1360439942.87605
12,981,2,1361139293.57481
12,983,2,1361229449.23118
12,984,2,1361264894.78359
12,413,2,1361385513.39517
12,985,2,1361029318.88695
12,987,2,1361776355.87698
12,989,2,1361776373.92474
12,990,2,1361864107.48598
12,991,2,1362076539.43706
12,993,2,1362504061.47858
12,994,2,1355699499.42989
12,997,2,1362725570.91358
12,999,2,1362725663.91303
12,1000,2,1362725721.34826
12,1001,2,1362798317.65073
12,1002,2,1362819653.70117
12,1006,2,1362819701.26148
12,1007,2,1363029662.78425
12,1008,2,1363245597.33259
12,1010,2,1363443296.18924
12,1015,2,1362147503.9501
12,1016,2,1363855330.94683
12,1017,2,1363598264.06257
12,1018,2,1363864623.05592
12,1019,2,1363950682.6974
12,1020,2,1363983636.74411
12,1021,2,1363677433.12959
12,1022,2,1364107427.62545
12,1023,2,1364107437.715
12,1027,2,1364244329.29189
12,1029,2,1364067388.64694
12,1031,2,1364424617.34503
12,1032,2,1364546854.06254
12,1034,2,1364546896.63345
12,1035,2,1364522034.93671
12,1038,2,1364734841.18771
12,1039,2,1364736102.57785
12,1041,2,1364926565.61249
12,1042,2,1364926586.59755
12,1044,2,1364854631.36957
12,1045,2,1365098335.21032
12,1046,2,1365354014.99341
12,1048,2,1365070880.78743
12,1049,2,1365448169.9671
12,1051,2,1365512505.54216
12,374,2,1365597747.31019
12,1054,2,1365684436.36819
12,1055,2,1365933433.75903
12,1056,2,1365956391.21003
12,1061,2,1366015937.58236
12,1062,2,1366046208.40325
12,1064,2,1366141859.53058
12,1065,2,1366196767.43938
12,1066,2,1366289204.47981
12,1067,0,1365456679.3075
12,1068,2,1366478794.80837
12,1069,2,1366545501.79026
12,1070,2,1366828061.47916
12,261,2,1366880548.58713
12,1071,2,1367219994.44039
12,1073,2,1366697329.00248
12,1076,2,1367520324.85947
12,1077,2,1367560396.53468
12,1079,2,1368738128.05042
12,1081,2,1368998468.44719
12,1082,2,1369079283.30696
12,1083,2,1368712078.74065
12,1084,2,1369350943.03427
12,1086,2,1369690522.33205
12,1088,2,1369904352.35262
12,419,2,1369985724.66103
12,1089,2,1370119247.99258
12,1092,2,1370603770.9658
12,289,2,1370870811.25599
12,1094,2,1371070869.35183
12,1095,2,1371246568.63059
12,1096,2,1371498348.94483
12,254,2,1372122252.57391
12,1098,2,1372130395.28708
12,1099,2,1361619998.93112
12,1100,2,1372286599.99547
12,1101,2,1372378815.00157
12,1102,2,1372402582.40167
12,1103,2,1372415917.77453
12,1106,2,1372761940.78382
12,1108,2,1373301385.82313
12,1110,2,1373787422.53399
12,1113,2,1374778368.14435
12,1114,2,1374907198.63718
12,1115,2,1364696630.55833
12,1116,2,1374568989.67956
12,1117,2,1375078898.19602
12,1118,2,1375315580.77634
12,1119,2,1375456243.29221
12,1121,2,1375733054.3122
12,1122,2,1376040027.3351
12,1126,2,1377152641.26686
12,1129,2,1377621596.63493
12,1130,2,1377986311.35055
12,1131,2,1375709716.54749
12,1132,2,1378154941.07416
12,1135,2,1378404465.09361
12,1136,2,1378212696.45914
12,1137,2,1378404315.70498
12,1138,2,1378934387.13468
12,1139,2,1378934397.67471
12,1140,2,1379106645.07799
12,1141,2,1379196186.3686
12,1142,2,1379444910.56435
12,1144,2,1379675910.76299
12,1146,2,1379970507.00745
12,1148,2,1380143146.93605
12,240,2,1380747410.27579
12,1149,2,1380982778.56402
12,1150,2,1381671586.61996
12,1154,2,1383165852.57959
12,1155,2,1383819874.94217
12,1158,2,1384634250.02639
12,1159,2,1384766314.92351
12,1160,2,1384982644.79656
12,1161,2,1384499290.41436
12,1162,2,1384379307.88178
12,1163,2,1384982681.00487
12,1165,2,1384984965.32146
12,1167,2,1385716391.4478
12,1169,2,1385716418.04454
12,1170,2,1385227599.06271
12,1171,2,1385716633.14909
12,1172,2,1385758636.5089
12,1173,2,1386253282.06567
12,1174,2,1386357071.13604
12,1180,2,1386783329.41385
12,1181,2,1386784789.41736
12,1182,2,1387388247.51705
12,1186,2,1388048807.21974
12,1188,2,1329157331.16551
12,1190,2,1388950163.3721
12,1191,2,1388348700.46199
12,1194,2,1389772734.03844
12,181,2,1390596636.14294
12,1197,2,1391593163.91546
12,1198,2,1391874900.11032
12,1201,2,1392541914.12321
12,1203,2,1395745415.96937
12,1204,2,1396523058.76384
12,1210,2,1399241893.2295
12,1212,2,1400057069.66586
12,1213,2,1400057113.73951
12,1217,2,1402251365.23737
12,1218,2,1402251971.18881
12,1219,2,1402650405.28062
12,1221,2,1402431159.82519
12,1230,2,1409402903.29087
12,1231,2,1408570318.78745
12,253,2,1409086668.11325
12,1233,2,1407440500.19168
12,1234,2,1411382868.34672
12,1235,2,1411847496.36188
12,1236,2,1345799551.28728
12,1238,2,1411926997.92287
12,1240,2,1415031066.99233
12,1241,2,1414778955.51504
12,1243,2,1416383329.85088
